EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,MonthlyIncome,SalaryBand,DistanceFromHome,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
1368,31,Male,Married,Research & Development,Research Director,Marketing,9420,High,17,Travel_Frequently,No,7,6,1,4,3,3,1,3,3,4,2,1,3,No
1369,18,Female,Married,Research & Development,Research Scientist,Life Sciences,3860,Medium,28,Travel_Rarely,Yes,0,0,0,0,9,3,2,1,3,3,1,3,3,Yes
1370,51,Male,Single,Sales,Sales Executive,Medical,2460,Low,5,Travel_Frequently,No,29,26,15,23,4,0,1,1,3,1,4,1,4,Yes
1371,32,Male,Divorced,Research & Development,Healthcare Representative,Other,6280,High,15,Non-Travel,Yes,9,5,3,3,2,6,1,4,3,1,4,1,3,No
1372,46,Male,Single,Sales,Sales Representative,Medical,3430,Medium,12,Travel_Rarely,No,22,17,1,17,7,4,2,1,4,3,1,1,3,No
1373,35,Male,Single,Research & Development,Laboratory Technician,Medical,5740,Medium,10,Non-Travel,No,11,9,9,8,6,1,3,1,4,4,4,3,3,No
1374,34,Male,Single,Human Resources,Manager,Technical Degree,7350,High,20,Travel_Rarely,No,11,8,3,8,0,6,2,3,4,1,3,4,3,No
1375,56,Female,Married,Sales,Manager,Medical,16430,Very High,9,Travel_Rarely,Yes,36,36,14,34,1,2,1,3,2,4,2,2,3,No
1376,22,Female,Married,Sales,Sales Representative,Life Sciences,10870,Very High,15,Travel_Rarely,Yes,2,1,1,0,0,0,1,1,3,4,3,1,3,No
1377,49,Female,Single,Research & Development,Manufacturing Director,Technical Degree,3460,Medium,25,Non-Travel,Yes,26,22,8,22,5,6,1,4,1,1,1,3,3,Yes
1378,50,Male,Married,Research & Development,Research Scientist,Other,3570,Medium,12,Travel_Rarely,No,28,28,15,25,8,1,0,1,4,1,1,2,3,Yes
1379,34,Male,Married,Research & Development,Laboratory Technician,Other,5050,Medium,1,Travel_Rarely,No,14,12,11,9,3,0,1,3,1,1,1,3,3,No
1380,29,Female,Single,Human Resources,Manager,Human Resources,13650,Very High,26,Travel_Rarely,No,6,6,3,3,1,4,2,3,1,3,1,2,3,No
1381,18,Female,Divorced,Sales,Sales Executive,Life Sciences,3510,Medium,8,Travel_Rarely,No,0,0,1,0,8,1,0,4,4,1,3,3,3,No
1382,58,Male,Single,Sales,Manager,Marketing,5160,Medium,23,Travel_Rarely,Yes,38,35,12,34,7,1,2,3,4,4,4,2,3,Yes
1383,58,Female,Single,Research & Development,Healthcare Representative,Medical,5150,Medium,23,Travel_Rarely,No,34,31,15,31,5,0,3,3,1,1,2,4,3,No
1384,28,Male,Divorced,Sales,Sales Executive,Human Resources,8050,High,16,Travel_Frequently,No,7,3,0,0,1,0,0,1,4,3,1,3,3,No
1385,19,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,9520,High,3,Non-Travel,No,0,0,0,0,6,6,0,4,1,4,2,2,3,No
1386,23,Female,Married,Research & Development,Research Scientist,Life Sciences,8660,High,28,Travel_Rarely,No,0,0,1,0,3,4,3,1,1,1,3,1,4,No
1387,20,Female,Divorced,Sales,Sales Representative,Other,7600,High,20,Travel_Rarely,No,0,0,0,0,2,5,0,2,4,2,4,3,3,No
1388,53,Male,Married,Research & Development,Research Scientist,Life Sciences,3810,Medium,13,Non-Travel,Yes,33,32,5,30,2,4,1,2,1,4,3,2,3,Yes
1389,56,Male,Married,Sales,Sales Representative,Medical,7120,High,25,Travel_Rarely,No,32,31,13,28,0,3,0,2,1,1,2,1,4,Yes
1390,24,Male,Divorced,Research & Development,Manufacturing Director,Other,11550,Very High,23,Travel_Rarely,No,3,2,0,0,4,1,0,3,4,2,3,2,3,No
1391,50,Female,Married,Research & Development,Research Director,Technical Degree,13200,Very High,23,Travel_Frequently,No,30,26,14,23,7,6,0,1,3,2,1,2,3,Yes
1392,25,Male,Single,Research & Development,Manufacturing Director,Other,7960,High,5,Travel_Rarely,Yes,2,1,0,1,8,5,0,2,3,1,2,4,3,Yes
1393,33,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3470,Medium,19,Travel_Rarely,No,12,12,5,12,7,3,2,2,4,2,3,3,3,Yes
1394,43,Female,Married,Research & Development,Research Director,Human Resources,8020,High,9,Travel_Rarely,No,20,15,14,15,8,0,0,3,1,2,1,3,3,Yes
1395,48,Male,Single,Human Resources,Manager,Technical Degree,6450,High,3,Travel_Frequently,Yes,28,28,2,26,9,5,0,3,4,2,1,3,3,Yes
1396,55,Male,Divorced,Human Resources,Manager,Life Sciences,3650,Medium,10,Travel_Rarely,No,33,32,15,30,2,2,1,4,2,4,4,4,3,No
1397,19,Female,Married,Research & Development,Manufacturing Director,Life Sciences,4420,Medium,4,Travel_Rarely,No,0,0,0,0,4,1,3,1,3,1,1,1,4,Yes
1398,26,Male,Married,Sales,Manager,Other,4730,Medium,4,Non-Travel,No,2,2,1,0,3,5,0,4,2,2,1,2,3,No
1399,30,Male,Married,Research & Development,Laboratory Technician,Life Sciences,9000,High,22,Non-Travel,Yes,8,3,2,0,6,5,1,2,2,1,3,3,3,Yes
1400,31,Male,Married,Human Resources,Manager,Marketing,12960,Very High,15,Travel_Rarely,No,7,5,5,5,8,4,0,2,2,4,2,1,3,No
1401,60,Male,Single,Research & Development,Laboratory Technician,Life Sciences,8430,High,12,Travel_Rarely,No,39,35,9,33,8,0,2,3,3,3,4,2,3,No
1402,51,Female,Divorced,Research & Development,Laboratory Technician,Medical,9120,High,6,Travel_Frequently,No,29,29,1,26,0,4,1,1,4,3,4,2,3,No
1403,31,Male,Married,Research & Development,Manufacturing Director,Technical Degree,6630,High,23,Travel_Frequently,No,7,4,3,1,5,6,2,4,1,1,4,4,3,No
1404,59,Male,Married,Sales,Sales Representative,Medical,5420,Medium,19,Travel_Rarely,No,39,39,15,38,1,4,1,2,3,2,2,4,3,Yes
1405,39,Male,Married,Research & Development,Research Director,Marketing,8530,High,17,Travel_Frequently,No,15,14,8,11,3,1,3,4,4,1,4,1,3,No
1406,39,Male,Single,Research & Development,Laboratory Technician,Human Resources,7640,High,6,Travel_Rarely,No,16,14,0,13,4,4,0,1,3,2,2,1,3,No
1407,36,Male,Single,Research & Development,Healthcare Representative,Life Sciences,4900,Medium,4,Travel_Rarely,No,13,8,4,8,6,1,1,4,4,4,1,4,3,No
1408,24,Female,Married,Research & Development,Laboratory Technician,Life Sciences,7430,High,4,Travel_Frequently,No,3,2,1,1,7,6,1,2,1,3,4,1,3,Yes
1409,58,Male,Single,Research & Development,Manufacturing Director,Medical,6810,High,1,Travel_Rarely,Yes,34,30,13,29,9,5,0,3,2,1,3,2,3,No
1410,18,Male,Married,Research & Development,Healthcare Representative,Other,6010,High,29,Travel_Rarely,No,0,0,0,0,3,3,2,4,2,2,1,4,3,Yes
1411,25,Female,Divorced,Research & Development,Manufacturing Director,Marketing,5350,Medium,11,Travel_Rarely,Yes,4,3,1,3,5,0,1,1,3,4,4,4,3,No
1412,27,Male,Single,Research & Development,Research Director,Technical Degree,7960,High,20,Travel_Rarely,No,5,2,2,2,0,2,2,2,2,1,1,4,3,Yes
1413,30,Female,Married,Research & Development,Healthcare Representative,Life Sciences,5490,Medium,29,Travel_Frequently,Yes,10,8,0,6,1,0,0,4,2,4,3,1,3,Yes
1414,23,Male,Married,Research & Development,Healthcare Representative,Other,15190,Very High,28,Travel_Rarely,No,2,0,1,0,9,5,2,1,4,2,2,1,3,No
1415,18,Male,Single,Research & Development,Manufacturing Director,Life Sciences,8320,High,10,Non-Travel,No,0,0,1,0,9,4,0,1,1,2,1,1,3,Yes
1416,47,Male,Divorced,Sales,Sales Representative,Other,8010,High,15,Travel_Rarely,No,25,25,15,25,9,1,3,3,4,4,4,4,4,No
1417,59,Female,Married,Research & Development,Research Scientist,Life Sciences,6350,High,14,Travel_Rarely,No,37,33,15,32,2,5,0,1,1,3,3,1,3,No
1418,23,Female,Single,Sales,Sales Representative,Human Resources,5800,Medium,1,Travel_Rarely,Yes,1,0,0,0,6,5,1,4,2,2,4,2,3,Yes
1419,30,Male,Single,Sales,Manager,Medical,3200,Medium,23,Travel_Frequently,No,7,3,3,3,2,6,0,4,3,1,3,4,3,No
1420,39,Male,Divorced,Research & Development,Manufacturing Director,Medical,5020,Medium,17,Travel_Rarely,No,15,14,4,11,6,1,1,1,4,1,4,2,3,Yes
1421,57,Male,Single,Sales,Sales Representative,Marketing,3440,Medium,11,Travel_Frequently,No,37,35,12,35,4,1,0,1,4,2,4,4,3,Yes
1422,47,Male,Married,Sales,Sales Executive,Life Sciences,3420,Medium,17,Travel_Rarely,No,26,21,9,21,9,3,2,4,1,1,4,2,3,Yes
1423,50,Female,Single,Sales,Sales Representative,Life Sciences,4180,Medium,22,Travel_Rarely,No,29,25,15,22,3,1,2,3,3,4,3,2,3,No
1424,42,Female,Single,Research & Development,Laboratory Technician,Technical Degree,11030,Very High,1,Travel_Rarely,Yes,18,13,4,12,6,5,0,4,2,1,1,4,3,No
1425,35,Female,Divorced,Research & Development,Healthcare Representative,Medical,11010,Very High,19,Travel_Rarely,No,15,10,8,8,6,2,2,4,4,3,2,3,3,No
1426,26,Male,Single,Sales,Sales Representative,Marketing,5070,Medium,25,Travel_Frequently,No,6,4,0,3,7,4,1,2,4,4,3,1,3,No
1427,55,Female,Single,Research & Development,Research Scientist,Other,3770,Medium,22,Travel_Rarely,No,35,35,15,33,0,1,1,2,1,2,1,3,3,Yes
1428,52,Male,Married,Research & Development,Research Scientist,Life Sciences,5700,Medium,18,Travel_Rarely,No,29,28,15,27,4,0,0,3,2,3,1,4,3,Yes
1429,19,Male,Divorced,Sales,Manager,Marketing,8960,High,3,Travel_Frequently,No,0,0,1,0,4,6,0,3,4,1,2,4,4,No
1430,48,Female,Married,Sales,Manager,Medical,10070,Very High,22,Travel_Frequently,No,24,19,12,16,2,3,0,2,4,3,4,1,3,Yes
1431,21,Male,Single,Research & Development,Research Director,Marketing,7390,High,22,Travel_Rarely,No,0,0,1,0,8,0,1,2,3,4,2,1,3,No
1432,49,Female,Divorced,Research & Development,Research Scientist,Medical,7920,High,15,Travel_Rarely,No,28,26,15,24,8,5,1,2,1,4,4,3,3,Yes
1433,53,Female,Married,Research & Development,Research Scientist,Life Sciences,7610,High,17,Travel_Rarely,Yes,31,26,5,23,0,0,1,3,2,1,4,3,3,No
1434,23,Female,Divorced,Research & Development,Research Scientist,Life Sciences,3530,Medium,18,Travel_Rarely,No,3,3,1,2,6,6,3,2,4,2,2,3,3,Yes
1435,36,Male,Married,Sales,Manager,Human Resources,3910,Medium,4,Non-Travel,No,12,9,5,6,8,2,0,2,3,3,1,2,3,Yes
1436,23,Male,Married,Research & Development,Research Director,Life Sciences,13190,Very High,8,Travel_Rarely,Yes,0,0,0,0,2,3,2,1,1,4,4,4,3,No
1437,42,Female,Married,Research & Development,Healthcare Representative,Other,7370,High,23,Travel_Rarely,No,22,17,15,14,6,1,2,4,2,2,4,3,3,Yes
1438,57,Female,Married,Sales,Sales Executive,Human Resources,2940,Low,29,Travel_Rarely,No,33,31,15,30,6,0,1,3,1,4,3,4,3,Yes
1439,21,Male,Married,Research & Development,Research Scientist,Marketing,8110,High,8,Travel_Rarely,No,0,0,1,0,0,2,1,4,2,1,4,2,3,No
1440,35,Female,Married,Research & Development,Healthcare Representative,Medical,4640,Medium,12,Travel_Rarely,Yes,14,9,1,9,8,2,0,4,2,3,1,4,3,No
1441,59,Male,Divorced,Research & Development,Healthcare Representative,Other,10410,Very High,27,Travel_Rarely,Yes,35,30,12,30,7,3,2,3,3,2,2,1,4,Yes
1442,30,Male,Married,Research & Development,Research Director,Human Resources,9940,High,5,Travel_Rarely,No,8,4,3,4,2,3,1,2,4,3,3,3,3,No
1443,23,Female,Single,Research & Development,Research Scientist,Life Sciences,8750,High,8,Travel_Rarely,Yes,2,0,0,0,3,4,2,3,3,3,1,3,3,Yes
1444,39,Male,Married,Sales,Sales Executive,Human Resources,7340,High,2,Non-Travel,Yes,15,10,8,9,7,0,0,3,3,2,4,2,3,No
1445,39,Male,Married,Sales,Sales Executive,Human Resources,11490,Very High,7,Travel_Rarely,No,16,11,1,10,8,2,1,4,2,4,3,1,3,No
1446,46,Female,Married,Research & Development,Research Director,Life Sciences,11990,Very High,19,Travel_Rarely,Yes,26,22,3,20,0,6,1,1,3,4,2,4,3,No
1447,31,Female,Divorced,Sales,Manager,Life Sciences,4690,Medium,11,Travel_Frequently,No,8,7,2,6,3,6,1,1,4,4,1,1,3,No
1448,59,Female,Married,Sales,Sales Representative,Other,8710,High,29,Travel_Rarely,No,36,33,10,33,6,3,1,1,1,1,1,2,3,No
1449,40,Male,Single,Sales,Sales Executive,Life Sciences,5370,Medium,26,Travel_Frequently,Yes,19,18,15,16,1,2,0,1,2,2,3,1,3,Yes
1450,30,Female,Married,Sales,Manager,Technical Degree,4430,Medium,26,Travel_Frequently,No,8,5,5,3,9,2,0,3,1,3,4,2,4,Yes
1451,59,Male,Married,Research & Development,Research Scientist,Life Sciences,11990,Very High,22,Travel_Rarely,Yes,35,33,15,33,2,5,0,1,1,4,1,4,4,No
1452,57,Male,Divorced,Research & Development,Healthcare Representative,Other,9300,High,21,Travel_Frequently,Yes,37,32,15,31,8,2,0,1,1,2,2,3,3,Yes
1453,39,Male,Married,Human Resources,Manager,Medical,7590,High,15,Travel_Rarely,No,16,13,4,13,0,6,0,2,3,3,3,1,3,No
1454,19,Female,Married,Sales,Manager,Life Sciences,4860,Medium,29,Non-Travel,No,0,0,1,0,8,0,0,4,4,3,2,2,3,Yes
1455,43,Female,Married,Research & Development,Healthcare Representative,Life Sciences,12140,Very High,3,Travel_Frequently,No,19,15,11,15,0,4,0,2,4,1,3,1,4,No
1456,41,Female,Married,Research & Development,Manufacturing Director,Medical,17640,Very High,21,Travel_Rarely,No,20,15,11,15,6,3,1,2,1,4,3,3,3,No
1457,24,Female,Single,Research & Development,Manufacturing Director,Technical Degree,4620,Medium,5,Travel_Rarely,No,3,2,2,1,3,3,2,2,3,2,4,1,3,Yes
1458,45,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4230,Medium,10,Non-Travel,No,21,17,10,16,4,3,0,4,2,3,3,2,4,Yes
1459,54,Male,Divorced,Human Resources,Manager,Other,6810,High,8,Non-Travel,No,32,31,10,28,1,1,0,2,2,2,3,1,3,No
1460,22,Male,Married,Research & Development,Research Director,Technical Degree,8960,High,18,Non-Travel,No,0,0,0,0,6,2,1,2,3,1,2,1,3,No
1461,49,Male,Married,Sales,Sales Executive,Medical,5920,Medium,23,Travel_Rarely,No,27,25,15,22,6,2,0,4,3,2,1,1,3,No
1462,24,Male,Single,Sales,Manager,Human Resources,20000,Very High,3,Travel_Frequently,Yes,2,1,1,0,3,4,0,2,3,3,1,4,3,No
1463,50,Female,Married,Research & Development,Research Scientist,Technical Degree,7290,High,18,Travel_Rarely,No,27,22,12,21,4,4,1,2,1,2,1,4,3,No
1464,36,Female,Married,Sales,Sales Representative,Other,5360,Medium,7,Travel_Frequently,No,14,9,9,9,5,2,3,4,2,4,4,4,3,Yes
1465,18,Female,Married,Research & Development,Research Scientist,Medical,5600,Medium,3,Non-Travel,Yes,0,0,0,0,6,3,0,2,2,4,1,3,3,No
1466,59,Male,Single,Research & Development,Research Director,Other,13850,Very High,13,Travel_Rarely,No,37,37,2,36,5,4,3,3,1,3,2,2,4,No
1467,25,Male,Married,Research & Development,Manufacturing Director,Technical Degree,6560,High,17,Travel_Frequently,No,2,1,1,0,0,0,0,3,1,4,3,1,3,No
1468,43,Male,Single,Research & Development,Manufacturing Director,Human Resources,11800,Very High,6,Travel_Rarely,Yes,19,18,2,15,5,6,0,1,2,4,3,4,3,No
1469,25,Male,Married,Research & Development,Research Director,Marketing,3380,Medium,12,Travel_Rarely,No,3,0,0,0,3,6,0,1,1,3,1,4,3,Yes
1470,58,Male,Married,Sales,Manager,Other,10500,Very High,28,Travel_Frequently,No,35,33,15,33,4,2,1,4,3,4,4,2,3,No
1471,49,Male,Single,Sales,Sales Representative,Marketing,4960,Medium,11,Travel_Rarely,No,27,27,12,26,3,5,1,2,1,3,2,1,3,Yes
1472,52,Male,Married,Research & Development,Healthcare Representative,Life Sciences,9390,High,29,Non-Travel,No,29,26,15,24,3,2,1,2,1,4,1,2,3,No
1473,36,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,4940,Medium,25,Travel_Frequently,No,15,10,8,8,2,0,3,3,4,1,1,2,3,No
1474,38,Male,Married,Sales,Sales Executive,Human Resources,5760,Medium,11,Travel_Rarely,No,16,13,5,11,3,6,1,1,3,2,4,4,4,No
1475,45,Male,Single,Research & Development,Research Scientist,Other,4390,Medium,17,Travel_Rarely,No,25,23,14,21,7,1,0,1,3,4,4,1,3,No
1476,51,Male,Married,Research & Development,Laboratory Technician,Marketing,9470,High,21,Travel_Rarely,Yes,30,29,15,27,2,2,1,2,1,2,4,3,3,Yes
1477,54,Male,Single,Research & Development,Research Director,Other,10100,Very High,14,Travel_Rarely,No,31,26,15,23,7,4,0,4,1,1,2,4,3,No
1478,18,Male,Married,Research & Development,Manufacturing Director,Life Sciences,5020,Medium,12,Travel_Rarely,No,0,0,1,0,4,3,1,3,4,4,4,4,3,No
1479,46,Male,Married,Research & Development,Laboratory Technician,Life Sciences,3680,Medium,10,Travel_Rarely,No,25,20,7,18,6,1,2,3,4,3,2,1,4,No
1480,22,Male,Single,Sales,Sales Representative,Technical Degree,11730,Very High,5,Travel_Rarely,No,0,0,1,0,1,5,1,3,4,4,1,2,3,No
1481,30,Male,Married,Research & Development,Healthcare Representative,Technical Degree,5250,Medium,1,Travel_Frequently,Yes,6,6,4,5,2,2,0,4,4,1,4,2,3,No
1482,53,Female,Married,Research & Development,Manufacturing Director,Human Resources,6420,High,10,Travel_Rarely,Yes,31,29,4,27,9,4,1,4,1,1,2,2,3,No
1483,28,Male,Married,Research & Development,Research Scientist,Other,4670,Medium,24,Travel_Rarely,Yes,6,6,1,3,8,4,0,1,4,3,3,1,3,Yes
1484,52,Male,Single,Research & Development,Research Scientist,Medical,9080,High,7,Travel_Rarely,No,30,30,2,27,0,6,0,3,2,1,3,1,3,No
1485,37,Male,Single,Sales,Sales Representative,Other,9180,High,6,Travel_Rarely,Yes,14,13,2,11,9,3,1,3,3,3,1,1,3,No
1486,28,Male,Married,Sales,Sales Representative,Marketing,12580,Very High,10,Travel_Rarely,No,6,2,1,0,8,3,0,1,2,2,4,4,3,Yes
1487,32,Male,Single,Sales,Manager,Other,10640,Very High,18,Travel_Rarely,No,12,8,8,8,1,6,0,4,3,1,1,2,3,No
1488,40,Female,Married,Research & Development,Manufacturing Director,Medical,10320,Very High,7,Travel_Frequently,No,18,17,15,16,2,3,1,2,4,4,4,1,3,Yes
1489,50,Male,Single,Research & Development,Research Director,Life Sciences,6660,High,7,Travel_Rarely,No,29,26,15,26,1,2,1,4,4,1,2,4,3,No
1490,44,Female,Single,Sales,Sales Representative,Life Sciences,6330,High,4,Travel_Frequently,Yes,21,19,11,17,8,0,0,1,3,4,2,2,3,Yes
1491,58,Male,Married,Research & Development,Laboratory Technician,Human Resources,9030,High,10,Travel_Frequently,No,38,36,7,33,8,2,3,3,2,1,2,2,3,Yes
1492,55,Male,Single,Research & Development,Research Director,Life Sciences,6510,High,7,Non-Travel,No,32,30,11,30,7,1,0,3,3,3,3,1,3,Yes
1493,50,Male,Married,Research & Development,Research Director,Human Resources,10790,Very High,25,Travel_Rarely,Yes,30,25,15,25,2,2,0,3,2,4,1,2,3,No
1494,43,Male,Single,Research & Development,Research Director,Other,4560,Medium,27,Travel_Rarely,No,19,16,15,15,9,3,2,1,1,1,1,3,3,Yes
1495,30,Male,Married,Sales,Sales Executive,Life Sciences,3360,Medium,11,Travel_Rarely,No,7,4,4,1,8,3,0,1,3,4,3,3,3,No
1496,35,Female,Married,Sales,Sales Representative,Human Resources,8590,High,3,Travel_Frequently,Yes,15,10,4,10,8,1,2,3,1,2,3,2,3,Yes
1497,23,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,5510,Medium,3,Travel_Rarely,No,0,0,0,0,3,3,1,4,2,3,4,3,3,No
1498,34,Female,Divorced,Sales,Manager,Life Sciences,4300,Medium,10,Travel_Rarely,Yes,12,12,6,12,7,3,1,3,3,4,4,4,3,Yes
1499,57,Male,Married,Research & Development,Research Director,Technical Degree,15980,Very High,14,Travel_Frequently,Yes,34,33,1,32,6,0,0,1,4,1,4,4,3,No
1500,36,Female,Married,Sales,Sales Representative,Medical,6910,High,16,Travel_Frequently,Yes,16,14,1,12,1,1,0,4,3,2,4,3,3,No
1501,22,Male,Single,Sales,Manager,Medical,3940,Medium,9,Non-Travel,No,2,2,0,0,5,5,2,2,4,4,4,1,3,No
1502,46,Female,Married,Sales,Sales Representative,Medical,5250,Medium,11,Travel_Frequently,No,22,18,14,15,5,0,0,1,4,1,2,1,3,No
1503,59,Female,Single,Research & Development,Research Scientist,Technical Degree,6110,High,9,Travel_Rarely,No,37,35,8,35,5,2,1,2,1,1,4,1,3,No
1504,55,Female,Married,Sales,Sales Representative,Life Sciences,8510,High,16,Travel_Rarely,No,32,32,15,32,3,3,2,1,4,2,4,1,3,No
1505,29,Female,Single,Sales,Manager,Medical,5260,Medium,21,Travel_Rarely,No,5,3,1,2,6,1,1,4,2,3,3,3,3,Yes
1506,37,Female,Divorced,Research & Development,Research Scientist,Technical Degree,6460,High,2,Travel_Rarely,No,15,11,9,9,8,4,0,4,3,4,1,1,4,Yes
1507,40,Male,Married,Research & Development,Research Scientist,Marketing,7690,High,14,Non-Travel,No,19,14,1,13,6,5,1,1,1,3,1,1,3,No
1508,28,Female,Married,Research & Development,Laboratory Technician,Other,8290,High,19,Travel_Rarely,No,4,0,0,0,8,2,1,3,3,2,2,3,4,Yes
1509,29,Male,Married,Sales,Manager,Medical,6650,High,20,Travel_Rarely,No,9,4,1,3,7,1,0,1,3,4,3,2,3,Yes
1510,28,Female,Single,Research & Development,Manufacturing Director,Technical Degree,13750,Very High,17,Travel_Frequently,No,6,3,1,0,3,5,2,2,4,1,3,4,3,No
1511,60,Female,Single,Sales,Manager,Other,9120,High,16,Travel_Rarely,Yes,36,31,15,31,7,1,0,1,4,4,4,1,3,Yes
1512,50,Male,Divorced,Research & Development,Healthcare Representative,Marketing,8910,High,20,Travel_Rarely,No,29,24,4,22,6,1,3,3,4,2,3,2,3,No
1513,54,Male,Divorced,Sales,Sales Representative,Medical,8780,High,11,Travel_Rarely,Yes,33,30,15,28,9,0,0,1,3,2,3,1,3,No
1514,53,Male,Single,Research & Development,Research Director,Technical Degree,10830,Very High,17,Travel_Rarely,No,31,29,15,29,3,0,0,4,4,4,4,3,3,No
1515,59,Male,Married,Research & Development,Laboratory Technician,Technical Degree,7480,High,10,Non-Travel,No,39,34,1,32,1,6,1,1,1,3,4,1,4,No
1516,22,Male,Married,Sales,Sales Executive,Life Sciences,4530,Medium,13,Travel_Rarely,Yes,2,0,0,0,6,6,0,2,4,2,3,1,3,Yes
1517,55,Female,Single,Sales,Sales Representative,Technical Degree,8130,High,4,Travel_Rarely,No,34,34,15,32,6,3,0,4,1,2,3,3,4,No
1518,20,Male,Married,Sales,Sales Representative,Life Sciences,8560,High,11,Travel_Frequently,No,0,0,1,0,6,6,0,4,2,2,1,4,3,Yes
1519,38,Female,Single,Research & Development,Research Scientist,Technical Degree,11560,Very High,5,Travel_Rarely,No,17,14,13,14,7,4,2,1,4,4,3,3,3,No
1520,43,Male,Single,Sales,Sales Executive,Human Resources,4360,Medium,7,Travel_Rarely,No,20,20,14,20,5,2,0,1,3,1,1,4,3,Yes
1521,33,Male,Married,Research & Development,Research Scientist,Technical Degree,4770,Medium,13,Travel_Frequently,No,11,11,8,10,0,4,1,4,4,1,2,4,3,No
1522,24,Male,Single,Research & Development,Research Director,Other,7000,High,15,Travel_Frequently,Yes,1,0,0,0,8,2,1,4,3,2,3,4,4,No
1523,26,Female,Divorced,Research & Development,Healthcare Representative,Medical,8880,High,28,Travel_Rarely,No,5,2,1,2,2,6,1,2,3,2,1,4,3,No
1524,53,Male,Married,Research & Development,Healthcare Representative,Human Resources,4070,Medium,1,Travel_Frequently,No,29,27,10,24,2,5,0,1,1,4,3,1,3,Yes
1525,31,Male,Divorced,Human Resources,Human Resources,Other,4410,Medium,27,Travel_Rarely,No,10,7,6,5,8,5,0,1,4,1,2,1,3,Yes
1526,31,Male,Married,Sales,Sales Representative,Human Resources,9770,High,10,Travel_Rarely,No,8,5,0,2,7,3,3,2,3,4,3,2,3,No
1527,57,Female,Divorced,Research & Development,Healthcare Representative,Other,4130,Medium,22,Travel_Rarely,No,33,28,0,25,5,3,2,3,3,4,2,3,4,No
1528,24,Male,Married,Research & Development,Manufacturing Director,Technical Degree,4790,Medium,20,Travel_Rarely,Yes,2,1,1,0,6,0,2,1,2,2,2,4,3,Yes
1529,57,Female,Married,Research & Development,Laboratory Technician,Technical Degree,10030,Very High,29,Travel_Frequently,No,34,32,15,30,0,4,1,3,4,4,2,1,3,No
1530,57,Female,Married,Research & Development,Laboratory Technician,Human Resources,8830,High,4,Travel_Rarely,No,37,34,15,32,2,0,2,4,2,4,1,1,3,No
1531,43,Female,Divorced,Research & Development,Research Director,Human Resources,5290,Medium,29,Travel_Rarely,No,21,20,12,20,2,3,3,1,1,4,1,2,3,No
1532,25,Male,Single,Sales,Sales Representative,Marketing,8400,High,2,Travel_Frequently,Yes,4,3,1,1,4,0,1,4,1,2,4,3,3,Yes
1533,24,Male,Married,Human Resources,Manager,Life Sciences,7740,High,26,Travel_Rarely,No,0,0,0,0,3,3,2,4,3,2,1,4,3,Yes
1534,30,Male,Married,Research & Development,Healthcare Representative,Life Sciences,6540,High,19,Non-Travel,No,6,5,5,5,0,5,0,2,3,4,2,4,3,No
1535,42,Male,Married,Research & Development,Research Scientist,Medical,5860,Medium,14,Travel_Rarely,Yes,19,18,3,15,6,2,0,1,1,2,1,3,3,No
1536,24,Female,Divorced,Human Resources,Manager,Life Sciences,8270,High,12,Travel_Frequently,Yes,0,0,0,0,5,4,1,2,3,1,3,4,3,Yes
1537,37,Male,Married,Research & Development,Laboratory Technician,Medical,4260,Medium,3,Travel_Rarely,No,13,12,6,9,3,1,1,2,4,3,3,2,3,No
1538,22,Male,Single,Research & Development,Manufacturing Director,Life Sciences,8230,High,24,Travel_Frequently,Yes,0,0,0,0,8,2,1,2,3,2,2,3,3,No
1539,41,Male,Married,Research & Development,Laboratory Technician,Human Resources,7450,High,22,Travel_Rarely,No,19,15,7,13,3,1,1,4,4,4,4,1,4,No
1540,18,Male,Married,Sales,Sales Representative,Life Sciences,7670,High,28,Travel_Rarely,No,0,0,1,0,1,1,1,1,1,4,2,3,4,No
1541,48,Male,Single,Research & Development,Laboratory Technician,Technical Degree,4710,Medium,22,Travel_Frequently,No,24,24,6,21,8,2,2,2,2,1,3,2,3,No
1542,20,Female,Single,Sales,Sales Executive,Marketing,11680,Very High,28,Travel_Rarely,No,0,0,1,0,1,0,0,4,3,4,2,4,3,No
1543,26,Male,Single,Sales,Manager,Medical,5290,Medium,26,Travel_Rarely,No,6,6,1,3,0,6,0,1,2,4,3,2,3,No
1544,25,Female,Married,Research & Development,Research Scientist,Other,5620,Medium,13,Non-Travel,Yes,1,1,0,0,4,5,1,1,1,4,1,2,4,Yes
1545,53,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,6440,High,21,Travel_Frequently,No,33,30,0,27,5,1,1,2,2,2,2,2,4,Yes
